"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"CXCR3",22.99486,15.74889,31.67387,22.0918,60.42727,22.16639,27.56316,39.03455,44.26712,30.81765,53.29877,22.64952,14.394388
"CXCR4",800.90039,581.41767,987.2626,1237.74848,708.73164,1574.37942,577.52029,297.342132,380.072617,272.45919,299.727379,1388.97207,1655.55446
"CXCR5",13.7248,12.382,16.6991,18.6004,15.8706,30.0177,11.2846,17.3386,14.4358,13.8206,9.85741,14.8995,30.3025
"CXCR6",9.262364,14.874051,17.618631,12.507703,18.883101,15.44528,27.827744,23.754081,21.515047,30.8505405,27.19773,2.39205,14.87289
"CYBA",116.93695,66.309483,119.139895,89.889216,69.683085,75.132281,108.82385,107.732473,138.537396,148.8941905,91.14189,130.439197,68.745208
"CYBB",250.92942,373.26766,223.36814,252.852934,231.39459,292.88073,295.34748,266.8279,200.42567,306.00663,288.88761,310.931407,214.74562
"CYBC1",225.7473594,239.4819147,220.545493,234.8628419,237.293062,195.840332,213.4071707,264.472202,235.4617789,229.439204,233.24765,220.665864,196.0259671
"CYLD",78.484421,81.66702078,72.37548325,66.04224816,70.254443,86.48373661,62.40799836,64.50459024,58.95946625,53.82625007,74.00559,69.55494159,95.85706105
"CYP11B1",0,0,0,0,0,0,0.0231776,0,0,0,0,0,0
"CYP19A1",0,0,0,0,0,0.8239958,0,0,0,0,0,0,1.117741
"CYP27B1",0.361299,0,0.228752,1.260774,1.31221,0.236251,0,0,0.352079,0.0361814,0.0489783,1.301345,2.180029
"CYP7B1",0.137035,0,0.0433919,0,0.966168,0.882999,0.738261,0.773383,0.200292,0,0,0.2303125,0
"CYREN",42.35284403,49.587136,54.14543659,54.33145002,79.5754151,40.24511073,37.804654,36.833416,50.095266,46.875463,50.1907782,35.0511787,36.60268
"CYRIB",338.7229211,381.242855,380.8287113,382.572392,315.827066,348.056922,258.0469049,269.4120427,211.642294,288.1273761,268.039213,301.2265027,297.789617
"CYSLTR1",30.13087,35.2496,23.87807,23.91703,34.2609,29.70235,24.4601,30.19671,23.53517,31.48654,29.62423,23.56263,25.26481
"CYSLTR2",12.763601,3.460905,8.351739,7.940519,24.316768,5.090005,5.062282,9.07319,4.977548,6.94935,9.45042,10.3933,5.54881
"DAB2IP",0,0,0.1380752,0,0.185016,0.289395,0,0.054793112,0.012063,0,0.6873449,0.0760655,0.089082
"DAPK1",33.4213677,41.011624,25.5577939,29.81916832,23.2424272,34.41283014,36.6923107,47.1045382,21.368738,24.849428,30.231832,44.4056514,38.77207001
"DAPK2",6.0477889,6.6888456,7.828135,12.533783,8.979374,5.62121892,5.219976,10.610756,4.392449,4.649086,5.974717,8.77593,11.005673
"DAPK3",18.637454,21.95288,29.215234,27.99835,24.936054,19.97369,31.796374,30.32606,21.058376,28.788579,25.61562,17.161522,33.371491
"DBH",0.259477,0,0.275182,0.184239,0,0.185751,0,0,0.124778,0.288528,0.0433822,0.202109,0
"DBNL",192.346221,312.072466,243.26335,245.3584531,262.571436,241.117285,195.483341,202.857421,175.88997,191.442109,205.4432135,220.39237,192.383906
"DCAF1",17.42455,10.37239,11.72821,11.504696,13.38711,14.13385,11.06852,18.988661,18.22644,17.51042,18.80672,9.83339,11.73585
"DCAF15",2.421659,2.301696,7.839831,4.831438,5.769989,3.405715,4.277515,3.287673,4.38417,4.9294,3.458715,2.6048609,1.950769
"DCLRE1C",42.83541,44.840147,39.952947,45.75165,38.666104,34.35494057,39.06097741,40.750212,53.1479375,31.879989,48.64961124,24.280073,30.98626
"DCST1",1.13075,0,0.1427446,0.4134682,1.8494,0,0.0485394,0.49916,0.1444648,0.0968931,0.0660474,0.130549,0.0702204
"DDOST",238.606513,302.90393,252.94473,332.00536,281.79534,258.699828,248.202871,207.59344,232.45659,249.23528,248.62699,273.60221,262.01637
"DDT",8.49493,7.41057,12.626301,13.1449,7.71557,10.23145921,24.56779,16.85431509,16.38081,17.7836,14.83776,11.80057,10.642631
"DDX1",52.400256,62.029418,68.397217,49.47104,63.572878,49.31267,61.949353,59.503204,55.721655,59.776079,66.430498,34.738624,41.50769
"DDX17",70.256169,63.32497,85.22248,86.917533,83.9327,79.978,92.848657,113.30998,114.286376,125.539712,126.3275112,66.035458,74.870544
"DDX21",35.68168,43.25858,48.30308,35.201083,43.42212,51.69214,29.95112,19.30857,26.806436,24.48668,24.11564,47.42326,33.60731
"DDX3X",147.4198511,203.8292782,171.991227,226.5313422,212.6159323,234.07573,125.8258221,131.838213,153.1271741,147.9669624,120.7933592,217.813144,267.5958275
"DDX60",12.9759519,21.2744,22.0345,19.5828,17.731951,10.766936,28.632181,12.524747,19.004083,16.166137,9.61305,8.09914,11.0685
"DEFA1",3.43105,0,0,0,4.47e-08,3.04e-08,2.72e-07,4.58e-09,0,1.08e-06,0.161685,2.56e-07,2.21e-05
"DEFA1B",49.3027,108.175,268.578,149.997,3.6399,95.7775,569.127,234.76,43.9065,6.01221,47.8868,372.95,10.9706
"DEFA3",69.239,153.172,287.335,37.815,2.21621,43.8927,427.306,135.688,28.5528,11.3856,48.0795,186.127,2.82682
"DEFA4",2.08577,2.90011,12.7114,4.9042,0.223144,7.13975,25.4426,7.60159,0.607898,0,0.856376,14.8889,0
"DEFB1",0,0,0.338259,0.344285,0,0,0,0,0,0,0,0,0
"DEFB108B",0,0,0,0,0,0,1.281435,0.235775,0,0,0.29224,0,0
"DEFB121",0,0,0,0,0,0,0,0,0,0,0,0,1.41392
"DEFB124",0,0.252596,0,0,0,0,0,0,0,0,0,0,0
"DEFB131A",0,0,0,0,0.770309,0,0,0,0,0.699702,0,0.261731,0
"DEFB131B",0,0,0,0,0.770309,0,0,0,0,0.699702,0,0.261731,0
"DEFB133",0.280843,0,0,0,0.540638,0,0.247433,0,0.271877,0,0,0,1.10307
"DENND1B",6.0529309,13.081503,11.16842025,13.468503,10.37182311,8.36454,6.142108,9.5813717,10.650717,12.662599,8.936364,7.598204,11.5667
"DGKZ",49.818937,49.66933222,71.47303673,74.515419,89.17370849,60.02302041,53.21548073,56.40488658,71.97556717,78.01718961,67.75389109,58.308731,56.78100137
"DHPS",140.09109,113.989267,105.1669,132.0594,123.7081509,131.931813,117.435662,106.199682,118.54447,125.43521,130.39877,95.419997,111.09249
"DHRS2",0.07137,0.1193929,0.658456,0.334206,0.338981,0.07927743,0.1158108,0.107578,0.135765,0.16296,0.11328,0.1999126,0.404915
"DHRS7B",21.453039,24.496193,16.425529,21.644588,17.611501,14.761759,23.557011,24.338671,23.363694,24.37584,24.7598389,20.41754,19.197195
"DHTKD1",14.57551,40.508493,20.55248,22.13037,26.499756,36.249169,25.340488,17.17792,22.1483982,11.558896,23.90527,23.090484,26.040612
"DHX15",140.6393062,137.260354,120.383131,138.52794,126.345302,115.661297,90.860325,122.219622,95.169546,113.719447,137.674235,103.554703,124.484416
"DHX36",27.689234,30.7531383,26.958397,38.16713202,27.85596,45.33800327,25.885091,27.9276,22.423436,27.8260373,23.55128589,35.606551,40.551802
"DHX58",6.733274,23.12447,21.745957,15.750467,18.1272,15.190814,32.194898,21.115992,33.149771,25.192926,22.360199,7.142689957,14.914715
"DHX9",96.430529,72.24693,76.96788,78.535655,77.32641,75.392554,79.175183,92.74889,67.965641,67.395267,85.88309,83.81705,82.047824
"DLG1",17.554042,11.24588007,14.948058,19.653056,15.7651093,18.987793,13.435981,19.64319796,11.452315,13.199824,12.70594504,13.0182711,8.278982141
"DLG5",1.5171845,0.343001,2.9831956,7.049344114,0.4476939,1.620908,0.8382677,2.464187,1.6447337,3.29689,1.170988,1.0636249,1.591922
"DLL1",0.550847,1.56844,1.1342,0.14751,0.205931,0.283157,1.128533,0.518221,0.885823,0.496585,0.485138,0.5159738,1.07148
"DMBT1",0,0,0.415102,0,0,0,0,0,0,0,0,0,0
"DMTN",51.66989,68.7773259,43.56371335,50.46606095,14.53771359,25.427689,34.05459646,39.77214929,52.602632,12.754955,38.929686,41.72595138,25.80219601
"DNAI4",1.0513,1.540498,1.713763,0.736644,1.24916878,0.839788,2.9886008,1.365793,1.125503,0.896189071,0.137263,0.840781,0.758038
"DNAJA3",45.785774,37.556358,42.548802,44.654002,47.27625,28.343988,38.754279,50.420686,56.7606,50.63779,41.119342,28.792119,46.70605
"DNAJB9",50.0324,77.717572,82.1204,113.138445,91.71821,103.02657,31.3053,30.85339,32.5915,27.8404,28.3901,65.80734,102.72871
"DNASE1",22.457415,10.013003,17.149699,11.95798,13.979467,8.098398,14.942183,21.630672,24.3020398,18.23351,12.476795,7.601972,10.562765
"DNASE1L3",2.801033,1.27228,0.918955,4.9778844,2.877108,3.112869,1.751725,2.917607,6.544608,2.619439,1.892067,1.04118,3.671688
"DNASE2",59.079771,75.273592,64.210972,82.12967309,64.492183,74.7064,75.19177,46.82276,50.72436207,48.833389,56.769067,55.36339,51.285706
"DNM1L",47.02742633,59.76050703,47.3873235,38.40510962,44.057302,44.94635566,45.45099186,55.80886,48.47854686,46.824691,47.63129404,40.23091694,51.6361461
"DNM2",48.8020055,40.89929128,62.674389,59.659891,51.88633383,42.610686,63.202476,51.8087047,48.738941,59.2648115,42.118474,50.122515,52.412194
"DOCK10",68.76721,62.921052,93.832687,75.74543,77.663618,68.061655,47.487627,65.956909,50.377153,54.41241341,47.621392,55.294264,117.45573
"DOCK11",37.526221,43.475249,74.04678,68.61844,59.253514,76.71278,45.418922,31.40458,40.148533,46.0483,36.514178,54.689744,72.820361
"DOCK2",157.358558,127.094306,103.67725,135.132782,99.95544482,111.4394213,118.219523,207.490738,107.484696,119.881596,151.228182,128.686159,181.171369
"DOCK8",90.6503886,140.6846718,75.22100792,102.5676008,84.73325665,93.0324,98.279939,145.268684,90.98147648,110.9577432,126.499732,99.28033318,136.4693115
"DPF2",63.872717,70.37574,81.586413,66.41054,81.26945,38.86030553,63.84651,80.890247,91.45069,76.419792,61.863798,34.0260828,65.496936
"DPP4",14.0368234,19.881734,28.47928,14.06959858,24.24053,18.210878,16.46432,20.476724,32.250452,19.799376,29.839778,18.843894,22.414386
"DPP8",57.59802,49.157553,47.403502,50.590314,46.15946,36.319367,44.198231,39.427642,48.87781,47.632022,54.872319,50.46773,39.67072828
"DROSHA",25.15265797,10.875308,37.144462,20.12220176,37.738351,13.2956886,18.61759122,18.243738,19.37311708,15.446376,17.351674,10.068979,20.153186
"DTX3L",33.1778,55.7826,27.5124,30.2737,31.5553,24.3001,53.143174,33.2735,29.3222,31.868633,30.7762,18.9722,20.7093
"DUSP1",2508,4837.02,4089.03,3829.83,4295.99,644.267,4060.41,1950.7,779.217,933.689,1354.65,3723.55,4037.5
"DUSP10",11.58978,15.826134,18.794013,18.27778,8.157292,12.72221,6.948529,11.40369,12.734942,14.711873,15.65069,19.297052,10.846166
"DUSP22",59.52513,60.716437,52.5287648,39.104443,39.889215,58.834696,51.003561,76.635857,59.334714,59.872013,66.1291743,82.320834,42.609916
"DUSP3",24.19607,36.212634,27.66919,31.29715,26.247766,30.604092,29.722009,36.476221,27.23682,23.145455,32.00278,35.568071,26.386903
"DYRK3",0.2811455,0,0.1551969,0,0,0,0.419123,0,1.524701,0.293949,1.206685,0,0.604704
"DYSF",12.87263588,24.66614204,15.81386785,18.63266068,15.51875557,15.058711,22.27592074,16.1436897,6.320896278,18.56129477,17.58951906,16.53620669,25.79030735
"EBI3",0.188339,0,1.07211,0.634976,1.733499,0,0.67382,0.937365,2.47582,0.0847607,0.115216,1.29874,0.612262
"EBP",111.78585,115.901438,92.79516,141.15009,119.971747,109.78796,91.99532,83.079208,95.594622,111.0787,66.68494,108.09921,118.606467
"ECM1",0.1483484,1.778527,0.557989,0,1.053029,0,0.4503994,0.664647,0.110555,1.3984947,0.389256,0.630509,0.689754
"ECSIT",38.673047,44.913906,31.239546,36.315076,41.970743,44.689459,39.601527,43.06352,42.641612,39.4354717,37.124753,43.113361,36.74873
"EDA",0.783239,0.68882,3.947259,1.2021,1.511263,0.2146626,2.582032,1.2443702,1.73543,1.5249216,2.5843,0.6997557,1.574684195
"EDN1",1.09907,0.434569,0.237257,0.62594,0,0.251867,0.134524,0.995048,0.394276,0.225075,0.975713,0.137878,0.583536
"EDN2",0,0,0,0,0,0,2.16456225,0,0,0,0,0,0
"EDN3",0,0,0,0,0.248864,0,0,0.128905,0.189177,0.112395,0,0.103355342,0
"EDNRB",0,1.232695,0,0,0,0.169128,0,0.155257,0,0.362913,0.217106,0.18530434,0.872222
"EEF2",263.313826,186.992616,337.8986,270.905024,267.106325,512.114,460.626867,516.012161,510.37735,485.4459,565.438776,544.84269,369.698808
"EFNB1",0.44816,0.461363,6.71454,0.629097,1.95542,2.25522,1.44461,1.15555,2.55971,2.57495,0.99791,0.977826,0.74455
"EFNB2",0.191666,0.411972,0,0,0.0204707,0.197147,0.153273,0,0.0186824,0,0.077871,0.489981,0.0828147
"EFNB3",0,0,0,0,0,0,0,0.209964,0,0,0.257032,0,0
"EGR1",100.163,124.989,140.79,59.7937,171.907,16.8866,57.094,6.5116,4.67413,3.29565,5.06264,45.7855,24.8288
"EGR3",1.309311,2.837759,1.5311058,3.6834682,0.864849,4.76456,1.678,0.0437222,0.616026,0,0,5.821401,1.70675
"EIF2AK1",32.854538,42.88675,48.377705,32.87408,19.285136,33.914789,29.356109,35.016668,50.52247,47.595601,34.137134,28.6748943,34.5429
"EIF2AK2",34.1713,43.91296,23.317241,33.56478,30.903067,41.41662,88.096429,28.0104,37.474182,44.5364,29.803109,29.706148,40.57969
"EIF2AK4",34.703881,22.999747,25.436156,29.223153,31.571632,21.1487258,18.49444166,26.21634534,24.577306,22.30841263,22.685232,21.551787,27.82283
"EIF2B1",74.56674,86.664764,92.3901,90.27318,94.838,85.46288,67.9636,55.50338,56.55085,65.88266,61.49569,55.07237,74.4216
"EIF2B2",43.73901,51.069105,59.922364,44.352425,71.80072514,36.85768,42.6803,31.36422,21.056974,46.80062,52.34984,32.1601529,38.15632
"EIF2B3",30.594273,30.900906,31.789619,37.967631,38.077936,30.370158,21.695716,31.459807,22.32642,22.991104,34.516789,24.944754,23.767093
"EIF2B4",55.310666,64.32853725,63.15130472,77.366792,56.149131,62.17229,43.377574,40.624615,49.358911,50.236861,58.54489715,37.361833,52.07995691
"EIF2B5",18.591342,24.77195,35.135834,42.594305,30.772618,21.091503,35.008038,31.769637,28.882972,39.320145,21.191016,22.594169,36.035176
"EIF6",136.463322,118.84318,102.193563,91.64797,137.62656,130.580221,101.169928,103.43087,121.74274,118.6925796,102.51711,116.714713,123.24047
"ELANE",1.17375,3.64767,3.33753,2.7624,0.627366,4.14586,10.70037,3.89251,1.142249,2.130953998,2.87729,11.14541,0.169846
"ELF1",135.69786,99.51598,103.32182,137.75394,118.696265,184.673538,90.196241,112.0371,128.8256385,107.17721,112.063938,149.594534,188.6839
"ELF4",15.1296545,16.03827002,17.32462,16.7251,15.00489,18.78235059,23.78313283,17.58433992,21.577488,19.49593078,20.34522,14.10604789,12.35974421
"EMILIN1",0.4498585,0,0.2846753,0,0.576815,0.817895,0.021826,0.298591,0.197174,0.067517,0.473309,0,0.031459
"EML1",2.263601,2.539497,2.604526,1.278888,1.47527,2.77453,1.233391,4.094132,4.502937,1.262443,2.087798,2.02393,2.801099
"EMP2",1.368992,2.056873,1.246969,1.354096,1.811437,1.10548,1.004327,1.920234,1.306438,0.889768,0.917288,1.734637,1.726388
"ENDOD1",9.05702,12.0849,9.82005,12.5724,3.47847,7.97998,7.63956,13.4738,16.4231,6.83616,13.6258,14.308,11.2154
"ENDOU",0,0.0398934,0,0,0,0,0,0.698702,0.0723814,0.223145,0.100698,0.113902,0.182348
"ENPP1",0.452932,0.1122899,0.359322,0.52939,0.410911,0.6122036,0.403356,0.516847,0.504678,0.1152984,0.525479,0.1663265,0.950013
"ENPP2",1.496818071,1.9310323,0.886242,2.760049,1.818306675,3.856580073,4.361557,0.7957931,2.5599005,0.869241,0.675778,0.58412667,0.9830265
"ENPP3",2.634947,0.891423,2.300318,3.791335,3.694083,2.3459652,5.749684,7.439198948,2.2335815,0.900447,4.546309,2.78327,5.561538
"ENTPD7",4.07847,2.6245,1.57331,3.864567,2.9804724,1.50688,5.45918,2.78444,1.228633,4.55081,3.67269,2.42243,5.20754
"EOMES",13.41916,4.876998,22.94887,13.25725,10.11369,7.106039,15.64589,21.42645,22.58393,23.27604,17.6968,8.037851,7.585006
"EP300",40.859035,36.48158,41.256894,51.77362,33.520929,42.2008312,28.781264,40.948701,37.81486,47.45425,21.105154,57.65371,89.044851
"EPAS1",4.55359,1.831077,3.968285,0.809131933,3.064029,1.854220004,1.396095,7.297370169,2.85208671,1.670808,2.562862,6.16394,5.0315681
"EPB42",16.204797,30.99649,8.757435,15.238697,2.660295,5.73435,21.062527,12.7951481,14.499319,4.233288,13.170893,10.21298645,10.3572
"EPG5",11.993991,11.040604,10.218507,7.516308,8.295811,9.855321,8.451295,13.451038,9.07518,8.2265691,7.45869233,9.8217866,8.032797601
"EPHA2",0.506728,0.466756,1.26142,0,0,0.162433,0.740355,0.316651,2.079177,0.413372,0.559125,0.155444,0.0625639
"EPHB1",0.9820612,2.425326,3.9497,4.657803,5.220052,4.773124,3.339963006,4.724247,2.322742,1.53343,3.859064,2.247117,11.954885
"EPHB2",0.1475415,1.5049053,0.750178,0.505308,0.3296052,1.09830968,0.6930518,0.5613426,1.972168,0.6941589,0.6015959,0.6797639,0.546005
"EPHB3",0.631783,0.0436542,0.49541,0.0435138,0,0.0379723,0.18228,0.608352,0.909341,0.62132,0.765219,0.0623414,0.463126
"EPOR",6.8793,4.96405,7.157018,4.35738186,6.4274516,8.3399,8.646896,10.063812,10.545383,11.908585,11.73323103,10.09109,7.09151
"EPRS1",52.46272,37.684603,44.908065,67.91255,56.044208,52.32894,51.28597,49.7377,49.7427,42.71498,48.858413,43.13028,38.21646
"EPS8",6.082677,7.865360937,5.304958082,4.640319,4.818323013,6.908353,3.4700346,4.1653404,4.290200332,9.685842,5.5190184,4.57664016,4.857639
"EPX",0.109065,0.175753,0.241806,0.911174,0.419403,0.0305707,0.13067,0.905284,0.127545,0.0327693,0.0443465,0.434871,0.471556
"ERAP1",55.80169,71.870549,64.142043,88.92762,63.17329,61.30922,83.36506009,73.30771229,76.93238,34.284736,84.898206,50.448667,55.29209
"ERAP2",107.81629,14.267873,19.39679,15.40735341,68.731336,109.501844,16.292743,53.82571,57.63467291,57.381733,108.70908,60.844271,113.685823
"ERBB2",6.808235,2.235568,2.295921,10.196128,8.033309676,8.8664793,4.074383,7.060069,4.929904,7.078849,7.60525471,4.5893767,7.051439
"ERBIN",71.6876611,73.660738,58.3977349,108.020586,94.090503,53.8727938,40.203969,54.463728,37.974017,38.875601,37.064891,44.479652,87.296834
"ERCC1",66.89421,58.990386,62.599382,62.161038,77.88196,83.026223,68.14336059,63.04593,50.25481001,77.53149089,55.02667,64.966664,51.80240328
"ERCC2",14.746306,18.39403,19.822948,19.771037,21.138914,17.360648,14.723931,19.805643,22.744766,17.76341625,20.228652,16.862003,8.863024
"EREG",59.58914,4.55457,6.868487,16.96954,7.6508,40.22816,30.4649,11.47453,4.37846,2.119684,2.017679,27.813753,29.9797
"ERMAP",7.285265,11.539458,7.420370939,6.1268179,4.852832,7.6013003,7.262583,6.33661,7.630390963,6.053029243,9.75364176,8.818442,9.909657
"ESCO2",1.903812,3.3742266,1.7722203,0.6688312,0.5703735,0.4803645,0.8647496,2.562915,1.399309,1.417067,2.6904242,0.536785013,0.4703442
"ESR1",0.334865001,0.133947,5.8155843,1.2960442,3.198908,1.3285969,2.63834313,3.619606116,0.344322101,0.645377003,4.60942,0.127442,1.581032
"ESRRA",10.074987,11.44798,19.65129,17.1524,12.085003,7.109106,8.562677,11.788994,11.440719,11.90675,10.728022,10.14833,12.52913
"ETS1",55.43497313,34.560815,87.794799,55.985802,63.721721,57.64687,62.67882,50.830188,80.18098,65.212681,53.881874,36.108309,54.0969
"ETV2",0.876178,0,0.119979,0,0.56282,0.487192,0.772661,0.128638,0.110865,0.227656,0.158473,0.616816,0.38268
"ETV6",8.74056,19.280768,14.173188,15.42272,13.727367,21.19696,9.47157,11.103566,9.869313,12.929984,6.65392,14.446966,16.76472
"EVI2B",317.0027,357.7354,352.1784,360.3147,325.4615,376.5203,312.7954,348.3308,270.2765,408.187,387.1647,330.0292,259.4041
"EXO1",2.088763,0,1.34004931,1.54038,4.064559,0.57291,2.458092,1.680294,1.36071,1.96692,7.469867,4.0832221,1.44098
"EXOSC3",30.41304,24.6816,17.591302,23.140657,47.42356,16.12881,29.38139,28.507869,36.161,31.036337,38.05317,16.292463,18.827378
"EXOSC6",12.2906,11.3029,15.4616,15.9223,16.1576,7.5656,5.27962,6.6471,5.89508,5.39345,6.45858,5.14456,11.6313
"EXOSC9",32.49591,37.3675534,44.29883,32.269146,42.216952,35.82372598,30.165225,32.3281,28.136994,29.566039,39.457305,30.819585,29.367017
"EXT1",5.684663,6.495736,7.74355,5.681848,4.716229,9.398307,7.117757,4.901032,5.987692,4.894957,3.953911,5.146812,8.105124
"EZH2",9.791839,10.5506,11.454357,11.982301,19.363249,9.46038,13.082913,12.189628,10.601454,9.869525,18.67249,16.421974,9.485932
"EZR",219.9901,256.49705,235.66558,260.08219,265.57135,227.4498,140.00932,186.01612,168.2954,133.31319,159.920318,187.26269,245.3359
"F11R",41.30818,73.28668,43.82177,32.70593,18.4494566,34.35172,27.835295,41.56783017,40.57789,25.54536319,56.974661,23.091156,34.82233
"F12",1.468292,0.957231,1.909883,1.95678,0.435617,1.58117,1.688994,0.986306,1.65009,0.7945695,1.63321,0.858155,0.963992
"F2",0,0,0.158499,0.160842,0,0.0934623,0.149734,0,0,0.100241,0,0,0
"F2R",64.57145,30.7183,32.63341,29.43167,21.5414,26.9767,23.5377,47.67059,42.3983,24.59554,29.4122,16.145183,18.486478
"F2RL1",6.62415,7.70191,9.89521,5.26135,8.93151,5.69192,6.103904,6.145902,6.237781,6.52822,11.6609,5.80278,4.666079
"F7",0.248048,0,0,0,0,0,0,0,0,0.460729587,0,0.190185,0
"FADD",13.4409,20.2065,15.6573,16.1101,19.1262,8.07653,16.6199,24.7099,27.3392,23.9705,30.6991,8.44074,9.04061
"FAM20C",1.38794,1.118013,1.889774,2.225487,1.954517,1.120105,0.706161,0,0.568011,1.625955,0.338781,1.830258,0.84049
"FAM210B",29.557,20.74912,12.90688,25.21883,4.302487,14.605917,26.57866,26.0325,25.43051,17.24311,33.1233,24.62269,13.22214
"FAM3A",17.161953,15.03298983,19.3736448,30.994518,20.832788,19.353194,25.79525,27.0929047,23.49118331,32.36850149,23.66414954,17.73347462,19.32910549
"FANCA",20.3415564,21.082259,25.505702,25.15417,20.86750114,18.686973,26.495754,29.7356181,28.799875,15.680334,28.301655,23.635833,10.232723
"FANCC",2.6746548,4.028319,0.986368,4.337088877,5.128695,5.714152151,4.021689762,7.571205037,7.21895739,4.433886,2.890791,2.0576557,4.490870976
"FANCD2",9.869652005,9.577088001,8.77723,17.52145355,9.473101,8.343259853,11.234858,29.97554301,15.72873502,14.182242,9.347953026,18.09064523,18.092376
"FARP2",23.85424,21.706069,17.7866268,18.863047,16.234354,27.533801,17.39214,20.667827,12.057036,16.65955752,18.18165405,15.2492482,22.57458422
"FAS",60.65022482,55.73531505,53.58944669,55.71789,58.64941266,47.007943,59.85955696,61.81332,40.904568,42.603898,63.020929,48.593192,37.192593
"FASLG",14.3122,7.26066,13.78548,6.92566,14.7577,8.90969,15.509182,17.9713,21.9928,28.4521,19.1993,4.59003,4.72709
"FASN",3.49332238,5.046908,7.202405,4.0237102,4.983923,4.0315919,4.270718,2.807543,16.879569,6.449491,16.50179,4.266138,9.288238
"FAU",226.63897,171.80938,379.764,189.7235,170.39177,166.3029,238.78831,225.942507,284.29904,239.66628,204.34371,236.823522,170.91769
"FAXDC2",22.1081161,39.91065706,19.998358,21.7891079,19.952424,14.287416,12.065985,41.5454713,41.592559,16.34230902,28.234734,35.212549,27.155303
"FBN1",0.151508,0.872186,0.0488728,0.2479775,0.0247299,0.0467499,0.4070411,0.5899997,0.0264548,0.0697387,0.3355175,0.163174,0
"FBXO38",34.1648761,31.7546754,32.5685546,40.59266504,41.87309997,35.66485325,38.57948623,56.28064014,45.7340953,44.305497,54.976194,30.18761121,63.24629975
"FBXO7",245.746563,319.019032,202.51956,258.16636,158.294657,193.970988,195.27678,188.990917,192.890184,137.807939,217.45616,167.70364,173.378152
"FBXO9",51.504227,61.912551,61.44478,60.820025,48.02061,56.996184,50.646285,44.884202,47.885594,40.824764,90.806462,38.146261,44.825324
"FBXW7",20.312278,28.067516,37.014894,21.2432294,30.1373722,25.073402,30.509088,23.41335,19.11881798,21.92810346,15.498564,33.01507,29.5899251
"FCAMR",0,0,0,0,0,0.0701188,0,0,0,0,0,0,0
"FCAR",96.19536,109.85337,104.67771,161.637651,63.018429,231.95566,63.646494,29.71058,40.88034,59.13473503,47.462971,303.1922101,166.879114
"FCER1A",149.01827,112.63021,196.02,89.8684,197.716,191.97509,101.257,299.51603,163.69,76.6921,131.363,147.39,181.556
"FCER1G",606.7006,713.5629,690.6392,442.08292,478.7078,530.4557,482.0514,589.2645,418.1582,699.9954,486.9356,623.8736,514.7845
"FCER2",33.987751,42.25223,36.962705,29.09288,52.81836,46.72081,29.33191,110.073535,25.172532,16.652693,25.44297,18.398831,39.63432679
"FCGR1A",43.728498,190.09745,31.81455,25.141772,40.54328,37.54358,141.91968,37.22373,26.397244,52.57122,37.397,59.520741,13.90097
"FCGR2A",244.4848537,367.24625,228.221563,288.55394,312.769541,349.471571,288.013619,255.71999,243.95355,257.565905,318.41994,280.637279,323.6851725
"FCGR2B",31.32556,7.869246,35.51727,33.6028,57.45225,65.98477,56.48634,62.72896,45.31625,42.69179,27.2501,21.21074,55.81412
"FCGR2C",67.72488,38.041353,42.052623,33.209634,50.39435,50.145643,41.124681,63.47517,63.68568,50.186856,93.942739,39.80606,50.511087
"FCGR3A",849.99413,524.1808074,406.852906,574.05508,480.60748,495.590105,384.31073,433.6743095,465.78224,599.89008,852.20921,544.60612,372.1780003
"FCGR3B",56.33794,101.00208,84.836904,185.529716,107.98777,107.146029,49.504693,101.20645,81.765088,67.30572,220.64338,64.267144,221.80866
"FCGRT",200.181323,401.7980348,309.8576749,337.660867,344.17592,323.681325,268.827868,242.876271,205.375607,328.42445,228.81404,317.3785114,284.407675
"FCHO1",40.2008974,35.80515622,38.73757418,35.2121398,43.29871623,35.73101176,39.9026567,50.56766291,37.3234999,32.11171518,46.35253667,33.3916374,32.92550433
"FCMR",329.249718,234.498813,408.473432,333.217296,454.274743,370.199295,347.515297,365.94255,367.27559,356.12384,359.40357,187.929579,473.078802
"FCN1",2028.2103,3147.367,1581.089,1941.219,2667.045,2544.3,1904.9315,1744.171,1937.6984,2399.924,1569.4971,2481.185,1889.0522
"FCN2",0,0.53156,0.208846,0.123341,0.123474,0.277316,0.591928,0.110169,0,0.199053,0.406462,0,0.431098
"FCRL1",65.79425,64.494957,77.12145,62.23932,86.75361,82.312955,92.36224,175.89624,90.97261,81.297697,77.32521,49.493801,107.61849
"FCRL3",81.897382,46.47299,75.9345,68.568787,88.884368,44.815244,41.97302406,48.795426,51.208997,64.66723,40.31801,16.842593,59.910222
"FCRL4",0,0,0,0,0,0.0938949,0,0,0,0,0,0,0
"FCRLB",1.694216,0.44847149,0.634660737,3.409758,2.415933,0.259912658,1.83831,3.4825,0.583736,2.30694,0.814053,0.282645,0.398771
