fromNode,toNode,weight
AIF1,LY86,0.77676595
AIF1,MAFB,0.726231199
AIF1,MARCHF1,0.814255451
AIF1,MNDA,0.858471513
AIF1,NCKAP1L,0.786079633
AIF1,NLRC4,0.716322797
AIF1,P2RY12,0.702754032
AIF1,PDCD1LG2,0.71997961
AIF1,PIK3AP1,0.748160327
AIF1,PLEK,0.794813949
AIF1,PTPRO,0.820357828
AIF1,RNASE6,0.80860556
AIF1,SAMHD1,0.712501534
AIF1,SASH3,0.710503028
AIF1,SELPLG,0.720628204
AIF1,SLAMF8,0.751620904
AIF1,SPI1,0.821129625
AIF1,TLR4,0.738513748
AIF1,TNFAIP8L2,0.882156876
AIF1,TNFSF13B,0.746248061
AIF1,TYROBP,0.851173968
AIF1,VSIG4,0.792601422
AIF1,WAS,0.750686405
ALOX15,PKHD1L1,0.705643428
ALOX15,PRG4,0.701169119
ALOX5,BTK,0.713658469
ALOX5,CD300C,0.728124141
ALOX5,CD33,0.746716421
ALOX5,ITGAM,0.717181678
ALOX5,JAML,0.767095407
ALOX5,MNDA,0.707391678
ALOX5,NCF2,0.714663157
ALOX5,NCKAP1L,0.705674459
ALOX5,NLRC4,0.743801844
ALOX5,OSCAR,0.743225896
ALOX5,PRAM1,0.745040213
ALOX5,RASGRP4,0.713755959
ALOX5,SELPLG,0.751611222
ALOX5,SPI1,0.803097342
ALOX5,SPN,0.745265767
ANGPT1,MFAP4,0.714410872
ANKHD1,MATR3,0.764778027
ANKRD17,SIN3A,0.711441718
AP1G1,ATXN1L,0.791142025
AP3B1,MSH3,0.77166011
AP3B1,PJA2,0.752532715
APBB1IP,CCR5,0.700213868
APBB1IP,CD4,0.722856154
APBB1IP,CD84,0.716923569
APBB1IP,DOCK2,0.746364841
APBB1IP,EVI2B,0.7029993
APBB1IP,LCP2,0.703256576
APBB1IP,NCKAP1L,0.757871522
APBB1IP,P2RX7,0.70819155
APBB1IP,PTPRC,0.720428929
APBB1IP,SASH3,0.714270876
APBB1IP,SCIMP,0.700963204
APBB1IP,WAS,0.718948736
APOA1,APOA2,0.922948128
APOA1,C8G,0.934310491
APOA1,CFHR1,0.747456845
APOA1,EPO,0.713573124
APOA1,F2,0.895896789
APOA1,HRG,0.89500632
APOA1,LBP,0.730939759
APOA1,LEAP2,0.776861621
APOA1,PCK1,0.865874442
APOA1,TF,0.835368641
APOA1,TRBV4-1,0.827107908
APOA1,VTN,0.926859434
APOA2,C8G,0.870878141
APOA2,CFHR1,0.791287299
APOA2,EPO,0.726328421
APOA2,F2,0.809404064
APOA2,HRG,0.916748779
APOA2,LBP,0.7419205
APOA2,LEAP2,0.790862684
APOA2,PCK1,0.877810541
APOA2,TF,0.846449373
APOA2,TRBV4-1,0.838801996
APOA2,VTN,0.935499183
APOBEC3G,CD2,0.735020016
APOBEC3G,SH2D1A,0.703086048
APOBEC3G,TNFSF13B,0.709316422
APPL1,DCAF1,0.773319484
APPL1,PDE12,0.811481731
APPL1,SETD2,0.750962356
ARID5A,PSTPIP1,0.705921798
ARIH2,DCAF1,0.701108132
ARNT,OTUD7B,0.750491063
ASB2,DEFA4,0.818677209
ASB2,DEFB135,0.808860848
ASB2,IL36B,0.730649839
ASB2,TRDJ1,0.863639993
ASH2L,IRAG2,0.72435219
ASH2L,MYB,0.735364447
ASH2L,TRIM58,0.774752951
ATAD5,EZH2,0.719589318
ATAD5,FANCA,0.736184595
ATAD5,FANCD2,0.755651142
ATAD5,HELLS,0.790393119
ATAD5,MELK,0.700459632
ATAD5,MSH2,0.775073813
ATAD5,MSH6,0.753108834
ATAD5,NCAPG2,0.73577372
ATAD5,NSD2,0.725837129
ATAD5,POLQ,0.783742722
ATAD5,RIF1,0.701251389
ATAD5,TOP2A,0.813051743
ATF2,PRKRA,0.703268282
ATM,KMT2A,0.734231837
AZU1,CEACAM8,0.812125201
AZU1,ELANE,0.955557984
BAG6,TRIM39,0.716958205
BANK1,BLK,0.72482229
BANK1,BTLA,0.71555342
BANK1,CD22,0.72896708
BANK1,CNR2,0.806166767
BANK1,CXCR5,0.710309984
BANK1,FCMR,0.76559834
BANK1,FCRL1,0.718425012
BANK1,FCRL3,0.752377951
BANK1,MS4A1,0.777709261
BANK1,TNFRSF13B,0.718175733
BATF2,GBP1,0.746606294
BATF2,IRF1,0.750381047
BATF2,PSMB9,0.70061302
BATF2,STAT1,0.745390003
BATF2,TAP1,0.769151061
BATF2,TAP2,0.70314159
BCL2,DLL1,0.748869687
BCL2,NFILZ,0.72319725
BCL6B,CD93,0.815141123
BCL6B,PECAM1,0.712361957
BCL6B,TAL1,0.708568564
BLK,BTLA,0.717090052
BLK,CD19,0.901245875
BLK,CD22,0.834876677
BLK,CD79A,0.729351862
BLK,CD79B,0.806366689
BLK,CNR2,0.919865991
BLK,CR2,0.711641399
BLK,CXCR5,0.82617598
BLK,FCMR,0.813889697
BLK,FCRL1,0.889016987
BLK,FCRL3,0.821828615
BLK,MS4A1,0.907310088
BLK,NCR3,0.739027058
BLK,STAP1,0.794499322
BLK,TNFRSF13B,0.915712557
BLK,TNFRSF13C,0.903449161
BLK,VPREB3,0.815440861
BMX,GFI1B,0.854558112
BMX,IL25,0.86103146
BMX,MSTN,0.910393752
BMX,TAFA3,0.730591702
BPIFB1,DEFB124,0.724451202
BRCA2,MELK,0.707737913
BRCA2,POLQ,0.728993538
BTK,C1QA,0.732538072
BTK,C1QB,0.726626933
BTK,C1QC,0.70056725
BTK,C3AR1,0.737960648
BTK,CCR2,0.735999471
BTK,CCR5,0.73407734
BTK,CD180,0.770704906
BTK,CD200R1,0.738823367
BTK,CD28,0.712952905
BTK,CD300C,0.756511414
BTK,CD33,0.855309133
BTK,CD4,0.860442666
BTK,CD80,0.708289943
BTK,CD84,0.823886595
BTK,CD86,0.798201706
BTK,CLECL1,0.744502051
BTK,CMKLR1,0.725994422
BTK,CORO1A,0.700332489
BTK,CR1,0.70171661
BTK,CSF1R,0.731269844
BTK,CSF2RB,0.823212144
BTK,CYBB,0.810544907
BTK,DOCK2,0.861309981
BTK,DOCK8,0.756144985
BTK,EVI2B,0.909564816
BTK,FCER1G,0.746829529
BTK,FGR,0.766647599
BTK,FPR3,0.748190418
BTK,GAB3,0.799966107
BTK,GAPT,0.728310525
BTK,GPR65,0.863753249
BTK,HAVCR2,0.787147883
BTK,HLA-DMB,0.765864636
BTK,HLA-DRA,0.721455054
BTK,IGSF6,0.825899894
BTK,IKZF1,0.783346697
BTK,IL16,0.779269581
BTK,IRF8,0.835929712
BTK,ITGAL,0.791108849
BTK,ITGAM,0.709732189
BTK,ITGB2,0.747823573
BTK,JAML,0.840681903
BTK,KLHL6,0.708104771
BTK,LAIR1,0.83234969
BTK,LAPTM5,0.817146971
BTK,LCP1,0.738191208
BTK,LCP2,0.78992302
BTK,LILRB1,0.763291717
BTK,LPXN,0.866618297
BTK,LY86,0.807350594
BTK,MARCHF1,0.840999282
BTK,MNDA,0.860026017
BTK,MPEG1,0.769650799
BTK,MRC1,0.713692865
BTK,NAIP,0.701837444
BTK,NCF2,0.709597321
BTK,NCKAP1L,0.909429915
BTK,NFAM1,0.783204745
BTK,NLRC4,0.806148436
BTK,NRROS,0.73785586
BTK,OSCAR,0.719080129
BTK,P2RX7,0.707154424
BTK,PIK3AP1,0.75280916
BTK,PIK3CG,0.826799375
BTK,PLEK,0.823435836
BTK,PSTPIP1,0.712897716
BTK,PTPRC,0.842187272
BTK,PTPRO,0.821702735
BTK,RASGRP4,0.765968012
BTK,RNASE6,0.722250922
BTK,SAMHD1,0.766893446
BTK,SASH3,0.895805046
BTK,SCIMP,0.86961382
BTK,SELPLG,0.80436765
BTK,SIRPA,0.7146947
BTK,SLA,0.722039192
BTK,SLAMF1,0.723880231
BTK,SLAMF8,0.725830295
BTK,SPI1,0.829664871
BTK,SPN,0.823362495
BTK,TESPA1,0.739429434
BTK,TLR4,0.776295228
BTK,TLR7,0.760902116
BTK,TLR8,0.753171758
BTK,TNFAIP8L2,0.820545554
BTK,TYROBP,0.720498848
BTK,WAS,0.844070857
BTLA,CCL19,0.74125021
BTLA,CCR6,0.720867055
BTLA,CCR7,0.816497447
BTLA,CD19,0.70499595
BTLA,CD2,0.744537826
BTLA,CD226,0.713792295
BTLA,CD247,0.767263813
BTLA,CD27,0.766329482
BTLA,CD28,0.733936069
BTLA,CD3E,0.8181962
BTLA,CD3G,0.769522635
BTLA,CD40LG,0.760097316
BTLA,CD6,0.729334639
BTLA,CD79B,0.712638401
BTLA,CLECL1,0.786866089
BTLA,CNR2,0.793172608
BTLA,CXCR5,0.768619588
BTLA,EVI2B,0.754458251
BTLA,FCMR,0.815138679
BTLA,FCRL1,0.725781712
BTLA,FCRL3,0.805506847
BTLA,FLT3,0.751718255
BTLA,GPR174,0.801013222
BTLA,GPR18,0.800996812
BTLA,IKZF1,0.869220576
BTLA,IKZF3,0.750233584
BTLA,IL16,0.790575709
BTLA,IRF8,0.769595085
BTLA,ITGAL,0.727316256
BTLA,ITK,0.86157305
BTLA,LTA,0.722232737
BTLA,LY9,0.760039404
BTLA,MS4A1,0.76315242
BTLA,NCR3,0.797669785
BTLA,NLRC3,0.749945779
BTLA,PTPRC,0.777746759
BTLA,PYHIN1,0.782541819
BTLA,RASAL3,0.713350914
BTLA,SASH3,0.750758262
BTLA,SH2D1A,0.783242362
BTLA,SIRPG,0.71308181
BTLA,SIT1,0.712390764
BTLA,SLAMF1,0.840318165
BTLA,SLAMF6,0.886257119
BTLA,STAP1,0.746399093
BTLA,TESPA1,0.835562974
BTLA,THEMIS,0.749630513
BTLA,TIGIT,0.777443457
BTLA,TNFRSF13B,0.703954921
BTLA,TNFSF8,0.722158521
BTLA,TRAT1,0.824946912
BTLA,TRAV26-1,0.706443699
BTLA,TRAV4,0.730167681
BTLA,TRAV8-3,0.705793743
BTLA,TRAV8-4,0.722101759
BTLA,TRAV9-2,0.739669065
BTLA,TRBC1,0.756462647
BTLA,TRBV18,0.719703664
BTLA,TRBV20-1,0.76193565
BTLA,TRBV5-1,0.803923971
BTLA,UBASH3A,0.717223832
BTN1A1,PDPN,0.776771356
BTN1A1,ZP4,0.717603625
BTN2A1,BTN2A3P,0.721830508
BTN2A2,BTN3A1,0.709063039
BTN2A2,BTN3A3,0.70451347
BTN3A1,BTN3A2,0.802947531
BTN3A1,BTN3A3,0.89278947
BTN3A1,HLA-E,0.700856434
BTN3A2,BTN3A3,0.81528615
BTN3A3,HLA-B,0.712182158
BTN3A3,HLA-E,0.762489997
BTNL8,CLDN18,0.815650415
BTNL9,CD300LG,0.906007663
BTNL9,FCN3,0.715320301
BTNL9,FOXF1,0.78878095
BTNL9,NOTCH4,0.727256719
BTNL9,RTKN2,0.761259759
BTNL9,TAL1,0.706574748
BTNL9,VEGFD,0.728112911
C10orf99,PI3,0.860222968
C12orf29,UBE2N,0.749349301
C1QA,C1QB,0.972210495
C1QA,C1QC,0.949915468
C1QA,C3AR1,0.826652621
C1QA,CCR5,0.706208735
C1QA,CD14,0.775540124
C1QA,CD300C,0.742741316
C1QA,CD33,0.785516788
C1QA,CD4,0.79592209
C1QA,CD80,0.714654452
C1QA,CD84,0.720358311
C1QA,CD86,0.834553831
C1QA,CMKLR1,0.770134023
C1QA,CSF1R,0.745908451
C1QA,CYBB,0.787165407
C1QA,FCER1G,0.869098639
C1QA,FCGR1A,0.859718101
C1QA,FCGR3A,0.840102784
C1QA,FPR3,0.763620746
C1QA,GPR65,0.726983395
C1QA,HAVCR2,0.858806695
C1QA,IGSF6,0.728330547
C1QA,IL12RB1,0.735516396
C1QA,IL27,0.710738862
C1QA,ITGB2,0.71786996
C1QA,LAIR1,0.866412871
C1QA,LAPTM5,0.833631179
C1QA,LCP2,0.77684454
C1QA,LILRB1,0.799788714
C1QA,LILRB2,0.773417722
C1QA,LILRB3,0.745434034
C1QA,LILRB4,0.756514356
C1QA,LPXN,0.764053231
C1QA,MAFB,0.72285595
C1QA,MARCHF1,0.725959737
C1QA,MNDA,0.746159744
C1QA,NCF1,0.717527601
C1QA,NCKAP1L,0.795330208
C1QA,NFAM1,0.742736666
C1QA,NLRC4,0.704237603
C1QA,NRROS,0.70990427
C1QA,PDCD1LG2,0.764234823
C1QA,PIK3AP1,0.747859606
C1QA,PLEK,0.803099426
C1QA,PTPRO,0.753238672
C1QA,RHOG,0.70342237
C1QA,SAMHD1,0.734223852
C1QA,SCIMP,0.732890726
C1QA,SELPLG,0.731927264
C1QA,SIRPA,0.736744858
C1QA,SLAMF8,0.834093727
C1QA,SLC15A3,0.722466623
C1QA,SPI1,0.842949389
C1QA,TLR4,0.721713646
C1QA,TLR8,0.781450245
C1QA,TNFAIP8L2,0.756888932
C1QA,TYROBP,0.799403437
C1QA,VSIG4,0.812226109
C1QA,WAS,0.773884085
C1QB,C1QC,0.969685769
C1QB,C3AR1,0.846989809
C1QB,CCR5,0.700591021
C1QB,CD14,0.762430752
C1QB,CD300C,0.744252812
C1QB,CD33,0.770808767
C1QB,CD4,0.797878142
C1QB,CD80,0.717978628
C1QB,CD84,0.736535156
C1QB,CD86,0.838937422
C1QB,CMKLR1,0.789775998
C1QB,CSF1R,0.752836242
C1QB,CYBB,0.802343413
C1QB,DOCK2,0.704484793
C1QB,FCER1G,0.866349957
C1QB,FCGR1A,0.834426213
C1QB,FCGR3A,0.850636568
C1QB,FPR3,0.782949762
C1QB,GPR65,0.730863793
C1QB,HAVCR2,0.861019213
C1QB,IGSF6,0.727908184
C1QB,IL12RB1,0.715366299
C1QB,LAIR1,0.870493724
C1QB,LAPTM5,0.833001048
C1QB,LCP2,0.777604397
C1QB,LILRB1,0.794115039
C1QB,LILRB2,0.768259456
C1QB,LILRB3,0.731150856
C1QB,LILRB4,0.748435306
C1QB,LPXN,0.739283707
C1QB,MAFB,0.711862722
C1QB,MARCHF1,0.738189639
C1QB,MNDA,0.74337215
C1QB,NCKAP1L,0.808561873
C1QB,NFAM1,0.734894885
C1QB,NLRC4,0.716166224
C1QB,NRROS,0.713843965
C1QB,PDCD1LG2,0.760694044
C1QB,PIK3AP1,0.764059773
C1QB,PLEK,0.815364171
C1QB,PTPRO,0.771150646
C1QB,SAMHD1,0.745552299
C1QB,SCIMP,0.742028553
C1QB,SELPLG,0.711832387
C1QB,SIRPA,0.737774837
C1QB,SLAMF8,0.845378353
C1QB,SPI1,0.81211572
C1QB,TLR4,0.747726313
C1QB,TLR8,0.801727359
C1QB,TNFAIP8L2,0.714092876
C1QB,TYROBP,0.769723482
C1QB,VSIG4,0.837960994
C1QB,WAS,0.738157789
C1QC,C3AR1,0.887235132
C1QC,CCR1,0.707509
C1QC,CCR5,0.709740925
C1QC,CD14,0.830219772
C1QC,CD209,0.728537932
C1QC,CD300A,0.703214563
C1QC,CD300C,0.732849466
C1QC,CD33,0.778776586
C1QC,CD4,0.812660734
C1QC,CD80,0.759376306
C1QC,CD84,0.743427709
C1QC,CD86,0.884890757
C1QC,CMKLR1,0.785836547
C1QC,CSF1R,0.815771521
C1QC,CYBB,0.802801874
C1QC,FCER1G,0.882072104
C1QC,FCGR1A,0.829576085
C1QC,FCGR2A,0.722733179
C1QC,FCGR3A,0.886163009
C1QC,FPR3,0.805162579
C1QC,GPR65,0.73591818
C1QC,HAVCR2,0.889195682
C1QC,IL12RB1,0.715620368
C1QC,IL2RA,0.718659618
C1QC,LAIR1,0.865458553
C1QC,LAPTM5,0.859050805
C1QC,LCP2,0.80357711
C1QC,LILRB1,0.79094325
C1QC,LILRB2,0.795046063
C1QC,LILRB3,0.701464712
C1QC,LILRB4,0.738217885
C1QC,LPXN,0.71138911
C1QC,MAFB,0.760777673
C1QC,MARCHF1,0.764086142
C1QC,MNDA,0.752963431
C1QC,MPEG1,0.701918086
C1QC,NAIP,0.716784186
C1QC,NCKAP1L,0.790798842
C1QC,PDCD1LG2,0.803802085
C1QC,PIK3AP1,0.785400585
C1QC,PLEK,0.826403868
C1QC,PTPRO,0.77501997
C1QC,RNASE6,0.709321209
C1QC,SAMHD1,0.746099741
C1QC,SIRPA,0.73016269
C1QC,SLAMF8,0.85334934
C1QC,SPI1,0.781441472
C1QC,TLR4,0.761930466
C1QC,TLR8,0.774345202
C1QC,TNFAIP8L2,0.705944498
C1QC,TNFSF13B,0.724363372
C1QC,TYROBP,0.758532917
C1QC,VSIG4,0.853603028
C1QC,WAS,0.732320716
C1R,C1S,0.795761838
C1R,SERPING1,0.739979386
C3AR1,CCR1,0.738062582
C3AR1,CCR5,0.73213634
C3AR1,CD14,0.836180722
C3AR1,CD209,0.751881394
C3AR1,CD300A,0.701834495
C3AR1,CD300C,0.750983112
C3AR1,CD33,0.813312384
C3AR1,CD4,0.868298923
C3AR1,CD80,0.786367277
C3AR1,CD84,0.826760934
C3AR1,CD86,0.917233176
C3AR1,CLEC4A,0.720626547
C3AR1,CMKLR1,0.806732985
C3AR1,CR1,0.734007185
C3AR1,CSF1R,0.880039281
C3AR1,CSF2RB,0.714598654
C3AR1,CYBB,0.895976198
C3AR1,DOCK2,0.761233026
C3AR1,EVI2B,0.717399831
C3AR1,FCER1G,0.859897289
C3AR1,FCGR1A,0.777704393
C3AR1,FCGR2A,0.812371567
C3AR1,FCGR3A,0.880663342
C3AR1,FPR1,0.738865754
C3AR1,FPR3,0.865954901
C3AR1,GPR65,0.723129878
C3AR1,HAVCR2,0.880095728
C3AR1,IGSF6,0.730011609
C3AR1,IL2RA,0.783247271
C3AR1,ITGAM,0.771181319
C3AR1,ITGB2,0.734250105
C3AR1,LAIR1,0.858351638
C3AR1,LAPTM5,0.879363732
C3AR1,LCP1,0.721172401
C3AR1,LCP2,0.860164858
C3AR1,LILRB1,0.792260969
C3AR1,LILRB2,0.796926028
C3AR1,LILRB3,0.702580274
C3AR1,LILRB4,0.734488567
C3AR1,LPXN,0.725593364
C3AR1,MAFB,0.800456428
C3AR1,MARCHF1,0.833328401
C3AR1,MNDA,0.826230729
C3AR1,MPEG1,0.756242487
C3AR1,MRC1,0.770890999
C3AR1,NAIP,0.816526426
C3AR1,NCF2,0.709424463
C3AR1,NCKAP1L,0.835729485
C3AR1,NLRC4,0.713617241
C3AR1,NLRP3,0.75427722
C3AR1,NRROS,0.706392182
C3AR1,P2RX7,0.726884363
C3AR1,P2RY12,0.711587236
C3AR1,PDCD1LG2,0.793387676
C3AR1,PIK3AP1,0.843038934
C3AR1,PIK3CG,0.714929309
C3AR1,PLEK,0.85569797
C3AR1,PTAFR,0.718256497
C3AR1,PTPRC,0.741933827
C3AR1,PTPRO,0.82494256
C3AR1,RNASE6,0.766923901
C3AR1,SAMHD1,0.758127165
C3AR1,SCIMP,0.730262447
C3AR1,SELPLG,0.723339314
C3AR1,SH2B3,0.756287466
C3AR1,SIRPA,0.797629062
C3AR1,SLA,0.739270355
C3AR1,SLAMF8,0.872973411
C3AR1,SPI1,0.752650148
C3AR1,TLR4,0.82957437
C3AR1,TLR7,0.734060311
C3AR1,TLR8,0.801543585
C3AR1,TNFSF13B,0.716870305
C3AR1,VSIG4,0.858603725
C3AR1,WAS,0.716570211
C4A,C4B,0.812834035
C5AR1,CD300C,0.763220162
C5AR1,CD300LB,0.743908258
C5AR1,FPR1,0.715816009
C5AR1,LAIR1,0.708143072
C5AR1,LILRA6,0.707118143
C5AR1,LILRB3,0.731960202
C6,DNAI4,0.84509098
C6,IL5RA,0.920501044
C6,SCGB1A1,0.77538751
C6,WDR38,0.826096431
C8A,C8B,0.749074919
C8G,CFHR1,0.736000969
C8G,EPO,0.703583605
C8G,F2,0.871609184
C8G,HRG,0.874191603
C8G,LBP,0.729201636
C8G,LEAP2,0.78121698
C8G,PCK1,0.857927789
C8G,TF,0.827645768
C8G,TRBV4-1,0.813205063
C8G,VTN,0.907726643
CACNA1C,LRP1,0.700573646
CACTIN,DAPK3,0.713359122
CACTIN,MAP2K7,0.767121855
CACTIN,TYK2,0.709637809
CAMP,FCN2,0.72187765
CAMP,MOG,0.82465667
CARD8,GAB3,0.747400569
CARD8,NLRC3,0.724813346
CARTPT,ITPKB,0.719338363
CARTPT,PRSS56,0.899209069
CBL,KMT2A,0.749701829
CCL14,CCL16,0.764364894
CCL19,CCR7,0.826101311
CCL19,CD3E,0.714697637
CCL19,CD79B,0.757388983
CCL19,CNR2,0.743537996
CCL19,CXCR5,0.756341808
CCL19,FCMR,0.794806166
CCL19,FCRL3,0.747113276
CCL19,GPR18,0.723977939
CCL19,IL16,0.710848206
CCL19,LTA,0.72036174
CCL19,NCR3,0.741719936
CCL19,TESPA1,0.719656431
CCL19,TRBC1,0.731638604
CCL19,TRBV5-1,0.763874168
CCL19,VPREB3,0.702183331
CCL23,CD300C,0.708139665
CCL23,NLRC4,0.738837009
CCL3,CCL4,0.815443053
CCL3,FCER1G,0.702178023
CCL4,CCL5,0.7394531
CCL4,CD8A,0.82497246
CCL4,CRTAM,0.765389627
CCL4,CXCR6,0.789494641
CCL4,FASLG,0.742179543
CCL4,GBP1,0.730818837
CCL4,GBP4,0.710582174
CCL4,GBP5,0.765828169
CCL4,GZMA,0.777974657
CCL4,GZMB,0.740822085
CCL4,IFNG,0.756947396
CCL4,IL12RB1,0.709213258
CCL4,KLRD1,0.813260226
CCL4,LCP2,0.72570265
CCL4,NKG7,0.855387961
CCL4,PDCD1LG2,0.724290902
CCL4,PLEK,0.7148075
CCL4,SIRPG,0.7464978
CCL4,SLA2,0.761414049
CCL4,SLAMF8,0.702533138
CCL5,CD2,0.72572179
CCL5,CD247,0.740840942
CCL5,CD3E,0.741050234
CCL5,CD8A,0.788931131
CCL5,CRTAM,0.702977539
CCL5,CXCR6,0.751756998
CCL5,FASLG,0.72695258
CCL5,GZMA,0.778128669
CCL5,GZMB,0.705042328
CCL5,IFNG,0.703638068
CCL5,IL2RB,0.763113759
CCL5,KLRD1,0.763101828
CCL5,NKG7,0.827584482
CCL5,PYHIN1,0.702067746
CCL5,SIRPG,0.775554891
CCL5,SLA2,0.795400335
CCL5,TRBC2,0.731144063
CCL5,ZNF683,0.763479439
CCN4,COL3A1,0.800390908
CCN4,INHBA,0.709012803
CCN4,THY1,0.723813089
CCR1,CD300C,0.715962815
CCR1,CD84,0.720619911
CCR1,CD86,0.762736348
CCR1,CMKLR1,0.735820361
CCR1,CYBB,0.745278415
CCR1,FCER1G,0.765098218
CCR1,FCGR3A,0.71105799
CCR1,FPR3,0.806872989
CCR1,HAVCR2,0.758902753
CCR1,LAIR1,0.740954878
CCR1,LAPTM5,0.7399241
CCR1,LILRB2,0.717225221
CCR1,NCKAP1L,0.708618328
CCR1,PIK3AP1,0.72792418
CCR1,PLEK,0.727649536
CCR1,SIRPA,0.717915043
CCR1,SLAMF8,0.714617315
CCR1,TLR4,0.737115373
CCR2,CCR5,0.747242642
CCR2,CD180,0.730468911
CCR2,CD200R1,0.764439997
CCR2,CD226,0.729692037
CCR2,CD28,0.722335695
CCR2,CD4,0.744674164
CCR2,DOCK2,0.707539938
CCR2,EVI2B,0.74398485
CCR2,GPR65,0.742240616
CCR2,IKZF1,0.749699011
CCR2,IL16,0.721729166
CCR2,IRF8,0.718285582
CCR2,LCP2,0.755049506
CCR2,MARCHF1,0.759103075
CCR2,MNDA,0.719392121
CCR2,NCKAP1L,0.741198138
CCR2,PIK3CG,0.78855222
CCR2,PLEK,0.713519609
CCR2,PTPRC,0.78631502
CCR2,SASH3,0.773894482
CCR2,SLAMF1,0.702725942
CCR2,TESPA1,0.711072052
CCR2,TLR7,0.737136572
CCR4,TESPA1,0.71951363
CCR5,CD2,0.822591138
CCR5,CD200R1,0.711112074
CCR5,CD226,0.852909569
CCR5,CD247,0.773951041
CCR5,CD3E,0.78918455
CCR5,CD3G,0.791549438
CCR5,CD4,0.796456672
CCR5,CD6,0.757510344
CCR5,CD84,0.821691162
CCR5,CD86,0.765355717
CCR5,CMKLR1,0.820155414
CCR5,CORO1A,0.71885144
CCR5,CRTAM,0.772506135
CCR5,CSF1R,0.719278029
CCR5,CSF2RB,0.80471918
CCR5,CXCL9,0.717739716
CCR5,CXCR6,0.776508143
CCR5,CYBB,0.827497005
CCR5,DOCK2,0.843965064
CCR5,DOCK8,0.732706124
CCR5,EOMES,0.803392721
CCR5,EVI2B,0.776831298
CCR5,FASLG,0.749334486
CCR5,FPR3,0.770792346
CCR5,FYB1,0.774896511
CCR5,GBP4,0.700806927
CCR5,GBP5,0.755326878
CCR5,GPR174,0.796936311
CCR5,GPR18,0.706927157
CCR5,GPR65,0.770925382
CCR5,HAVCR2,0.735291304
CCR5,ICOS,0.760970736
CCR5,IKZF1,0.807353961
CCR5,IL12RB1,0.845591333
CCR5,IL16,0.710175192
CCR5,IL21R,0.838466738
CCR5,IL2RB,0.804395562
CCR5,IRF8,0.746218451
CCR5,ITGAL,0.828073865
CCR5,ITGB7,0.7532427
CCR5,ITK,0.717726409
CCR5,LAIR1,0.752346815
CCR5,LAPTM5,0.735984911
CCR5,LCP1,0.719406986
CCR5,LCP2,0.881156532
CCR5,LILRB1,0.86111524
CCR5,LILRB2,0.761486465
CCR5,LILRB4,0.760298545
CCR5,LPXN,0.799200005
CCR5,LTA,0.729493426
CCR5,MARCHF1,0.804920746
CCR5,MNDA,0.719626487
CCR5,MPEG1,0.73822277
CCR5,NAIP,0.701804296
CCR5,NCF1,0.735568585
CCR5,NCKAP1L,0.849987031
CCR5,NFAM1,0.729727406
CCR5,NLRC3,0.756490139
CCR5,P2RX7,0.739037545
CCR5,PDCD1LG2,0.756001837
CCR5,PIK3AP1,0.773943253
CCR5,PIK3CD,0.705276433
CCR5,PIK3CG,0.770383889
CCR5,PLEK,0.871773673
CCR5,PSTPIP1,0.753498582
CCR5,PTPRC,0.868371845
CCR5,PYHIN1,0.791456007
